espn_id,name,team,position,points
13555,Jeff Cumberland,LAC,TE,0.0
13616,Marlon Moore,CLE,WR,0.0
13662,Bryan Walters,JAX,WR,0.0
13958,Andrew Hawkins,CLE,WR,0.0
14001,Colin Kaepernick,FA,QB,0.0
14005,DeMarco Murray,FA,RB,0.0
14009,Rob Housler,NE,TE,0.0
14017,Shane Vereen,FA,RB,0.0
14028,Stevan Ridley,PIT,RB,0.0
14037,Ryan Mallett,FA,QB,0.0
14083,Bruce Miller,SF,TE,0.0
14106,Greg Salas,BUF,WR,0.0
14114,T.J. Yates,FA,QB,0.0
14164,Aldrick Robinson,SF,WR,0.0
14184,Cecil Shorts III,TB,WR,0.0
14186,Jordan Todman,HOU,RB,0.0
14189,Jordan Cameron,MIA,TE,0.0
14204,Julius Thomas,MIA,TE,0.0
14255,DuJuan Harris,JAX,RB,0.0
14353,Scott Tolzien,FA,QB,0.0
14360,Matt Asiata,DET,RB,0.0
14500,Jeremy Ross,ARI,WR,0.0
14518,Shaun Draughn,NYG,RB,0.0
14583,Kamar Aiken,IND,WR,0.0
14816,Kai Forbath,MIN,K,0.0
14875,Robert Griffin III,BAL,QB,0.0
14888,Isaiah Pead,MIA,RB,0.0
14895,Ronnie Hillman,DAL,RB,0.0
14900,Coby Fleener,NO,TE,0.0
14902,Orson Charles,KC,TE,0.0
14904,Ladarius Green,PIT,TE,0.0
14906,James Hanna,DAL,TE,0.0
14908,Michael Floyd,MIN,WR,0.0
14914,Brian Quick,WSH,WR,0.0
14969,DeVier Posey,BAL,WR,0.0
15009,Alfred Morris,DAL,RB,0.0
15058,Blair Walsh,SEA,K,0.0
15111,Daryl Richardson,IND,RB,0.0
15120,Greg Scruggs,NE,TE,0.0
15189,Nathan Palmer,OAK,WR,0.0
15226,Cory Harkey,LAR,RB,0.0
15257,Phillip Supernaw,TEN,TE,0.0
15296,Joe Banyard,BUF,RB,0.0
15360,Griff Whalen,OAK,WR,0.0
15369,Lance Dunbar,LAR,RB,0.0
15383,Dominique Jones,MIA,TE,0.0
15478,Brandon Bolden,NE,RB,0.0
15501,Bobby Rainey Jr.,BAL,RB,0.0
15515,Sean McGrath,DET,TE,0.0
15564,Brittan Golden,ARI,WR,0.0
15632,Jonathan Grimes,JAX,RB,0.0
15688,Brandon Bostick,NYJ,TE,0.0
15693,Alex Tanney,NYG,QB,0.0
15707,Larry Donnell,BAL,TE,0.0
15755,Fozzy Whittaker,CAR,RB,0.0
15775,Ifeanyi Momah,ARI,TE,0.0
15832,Knile Davis,PIT,RB,0.0
15836,Gavin Escobar,MIA,TE,0.0
15837,Mike Glennon,ARI,QB,0.0
15848,Eddie Lacy,FA,RB,0.0
15855,Christine Michael,IND,RB,0.0
15885,Charles Johnson,NYJ,WR,0.0
15891,Ryan Nassib,JAX,QB,0.0
15893,Andre Ellington,HOU,RB,0.0
15899,B.J. Daniels,ATL,WR,0.0
15904,Landry Jones,PIT,QB,0.0
15911,Tavarres King,MIN,WR,0.0
15923,Mychal Rivera,JAX,TE,0.0
15935,Zac Dysert,ARI,QB,0.0
15940,Chris Gragg,NYJ,TE,0.0
15951,Denard Robinson,JAX,RB,0.0
15968,Mike James,DET,RB,0.0
15981,Stepfan Taylor,ARI,RB,0.0
15983,Cobi Hamilton,ARI,WR,0.0
16014,Corey Fuller,NO,WR,0.0
16023,Marquess Wilson,PHI,WR,0.0
16024,Kerwynn Williams,KC,RB,0.0
16026,Quinton Patton,NYJ,WR,0.0
16252,Tyler Bray,CHI,QB,0.0
16313,Brandon Williams,IND,TE,0.0
16345,Nick Williams,TEN,WR,0.0
16381,Kenbrell Thompkins,NYJ,WR,0.0
16488,George Winn,IND,RB,0.0
16530,Khiry Robinson,NYJ,RB,0.0
16581,Marlon Brown,CHI,WR,0.0
16593,Matt McGloin,KC,QB,0.0
16736,Johnny Manziel,CLE,QB,0.0
16766,C.J. Fiedorowicz,HOU,TE,0.0
16775,Crockett Gillmore,BAL,TE,0.0
16779,Josh Huff,NO,WR,0.0
16784,Tre Mason,LAR,RB,0.0
16794,Bishop Sankey,MIN,RB,0.0
16803,Jeremy Hill,NE,RB,0.0
16811,Shaq Evans,DAL,WR,0.0
16814,Zach Mettenberger,PIT,QB,0.0
16821,David Fales,MIA,QB,0.0
16836,Jared Abbrederis,DET,WR,0.0
16838,Tyler Gaffney,JAX,RB,0.0
16841,Kevin Norwood,NYG,WR,0.0
16889,Andre Williams,LAC,RB,0.0
16942,Ka'Deem Carey,CHI,RB,0.0
16950,Lorenzo Taliaferro,BAL,RB,0.0
17135,Devin Street,HOU,WR,0.0
17136,Dontrelle Inman,CHI,WR,0.0
17137,Jeff Janis,CLE,WR,0.0
17140,Juwan Thompson,DEN,RB,0.0
17141,Kapri Bibbs,WSH,RB,0.0
17143,Branden Oliver,LAC,RB,0.0
17149,Antonio Andrews,TEN,RB,0.0
17154,Brenton Bersin,CAR,WR,0.0
17157,Travis Coons,LAC,K,0.0
17167,Corey Brown,BUF,WR,0.0
17176,Kasey Redfern,DET,K,0.0
17180,Patrick Murray,TB,K,0.0
17181,Frankie Hammond,NYJ,WR,0.0
17186,Austin Johnson,TB,RB,0.0
17194,Isaiah Burse,LAC,WR,0.0
17197,Jeremy Butler,BUF,WR,0.0
17208,Orleans Darkwa,NYG,RB,0.0
17209,Senorise Perry,MIA,RB,0.0
17340,Walter Powell,BUF,WR,0.0
17354,Asante Cleveland,LAC,TE,0.0
17355,Rashad Ross,ARI,WR,0.0
17370,Freddie Martino,TB,WR,0.0
17392,Justin Perillo,CHI,TE,0.0
17434,Bryce Petty,MIA,QB,0.0
17438,Jason Myers,SEA,K,0.0
17444,MyCole Pruitt,HOU,TE,0.0
17450,Randall Telfer,CLE,TE,0.0
17466,Gerald Christian,ARI,TE,0.0
17478,Geremy Davis,LAC,WR,0.0
17483,Neal Sterling,NYJ,TE,0.0
17486,Marcus Murphy,BUF,RB,0.0
17488,Kenny Bell,DEN,WR,0.0
17490,Blake Bell,MIN,TE,0.0
17498,Dres Anderson,IND,WR,0.0
17505,Jeremy Langford,NYJ,RB,0.0
17507,Keith Mumphery,HOU,WR,0.0
17516,Jalston Fowler,SEA,RB,0.0
17519,DeAndrew White,HOU,WR,0.0
17524,Malcolm Johnson,SF,RB,0.0
17550,Tre McBride III,NYJ,WR,0.0
17553,Dezmin Lewis,BUF,WR,0.0
17561,Quan Bray,BUF,WR,0.0
17562,Sammie Coates,HOU,WR,0.0
17572,Garrett Grayson,ATL,QB,0.0
17584,Devin Smith,NYJ,WR,0.0
17601,Rashad Greene Sr.,JAX,WR,0.0
17605,Karlos Williams,PIT,RB,0.0
17607,Darren Waller,BAL,TE,0.0
17617,Kenny Hilliard,WSH,RB,0.0
17649,Kennard Backman,DET,TE,0.0
17660,Maxx Williams,BAL,TE,0.0
17665,Dorial Green-Beckham,PHI,WR,0.0
17674,Breshad Perriman,BAL,WR,0.0
17695,Matt Jones,PHI,RB,0.0
17700,Mike Davis,SEA,RB,0.0
17709,Jaelen Strong,JAX,WR,0.0
17715,Vince Mayle,BAL,TE,0.0
17717,Mario Alford,CLE,WR,0.0
17718,DeAndre Smelter,IND,WR,0.0
17734,Chris Matthews,BAL,WR,0.0
17736,John Crockett,BAL,RB,0.0
17737,Terrence Magee,ATL,RB,0.0
17738,Seantavius Jones,IND,WR,0.0
17739,Thomas Rawls,NYJ,RB,0.0
17741,Zach Zenner,DET,RB,0.0
17744,Terron Ward,ATL,RB,0.0
17747,Andrew Franks,MIA,K,0.0
17751,Bennie Fowler III,CHI,WR,0.0
17753,E.J. Bibbs,WSH,TE,0.0
17754,Khari Lee,BUF,TE,0.0
17760,Matt Hazel,CLE,WR,0.0
17761,Seth Roberts,OAK,WR,0.0
17763,Chris Harper,NYJ,WR,0.0
17767,Raheem Mostert,SF,RB,0.0
17771,Bradley Marquez,DET,WR,0.0
17777,Will Tye,NE,TE,0.0
17780,Donteea Dye,TB,WR,0.0
17782,Trey Williams,DAL,RB,0.0
17789,Akeem Hunt,KC,RB,0.0
17790,Daniel Brown,CHI,TE,0.0
17822,Hunter Henry,LAC,TE,0.0
17836,Christian Hackenberg,NYJ,QB,0.0
17843,Roberto Aguayo,LAC,K,0.0
17865,Leonte Carroo,MIA,WR,0.0
17877,Connor Cook,OAK,QB,0.0
17890,Ricardo Louis,CLE,WR,0.0
17911,Cardale Jones,LAC,QB,0.0
17918,Paul Perkins,NYG,RB,0.0
17922,Jordan Payton,CLE,WR,0.0
17923,Jonathan Williams,NO,RB,0.0
17927,Kevin Hogan,WSH,QB,0.0
17934,Rashard Higgins,CLE,WR,0.0
17941,Moritz Bohringer,CIN,WR,0.0
17943,Keenan Reynolds,SEA,WR,0.0
17948,Nate Sudfeld,PHI,QB,0.0
17952,Jake Rudock,DET,QB,0.0
17953,Kolby Listenbee,IND,WR,0.0
17958,Cody Core,CIN,WR,0.0
17959,Brandon Allen,LAR,QB,0.0
17965,Jeff Driskel,CIN,QB,0.0
17968,Kelvin Taylor,CLE,RB,0.0
17970,Aaron Burbridge,SF,WR,0.0
17972,Darius Jackson,DAL,RB,0.0
17978,Brandon Doughty,ARI,QB,0.0
17979,Devin Lucien,TB,WR,0.0
17983,Demarcus Ayers,CHI,WR,0.0
17984,Daniel Braverman,KC,WR,0.0
17985,Thomas Duarte,MIA,TE,0.0
17989,Dwayne Washington,DET,RB,0.0
17990,Daniel Lasco,NO,RB,0.0
17991,Devin Lewis Fuller,ATL,WR,0.0
17994,Charone Peake,NYJ,WR,0.0
17995,Keith Marshall,WSH,RB,0.0
17996,Kenny Lawler,SEA,WR,0.0
18000,Zac Brooks,SEA,RB,0.0
18004,Beau Sandland,ARI,TE,0.0
18008,Trevone Boykin,SEA,QB,0.0
18024,Ben Braunecker,CHI,TE,0.0
18026,Cole Wick,SF,TE,0.0
18028,Taylor Heinicke,CAR,QB,0.0
18029,Terrell Watson,NYG,RB,0.0
18030,Matt LaCosse,DEN,TE,0.0
18032,Brandon Wilds,JAX,RB,0.0
18033,Jhurell Pressley,ATL,RB,0.0
18036,Max McCaffrey,SF,WR,0.0
18037,Eli Rogers,PIT,WR,0.0
18038,Kasen Williams,IND,WR,0.0
18040,Jake Kumerow,GB,WR,0.0
18041,George Atkinson III,KC,RB,0.0
18043,D.J. Foster,ARI,RB,0.0
18044,Bryce Williams,ARI,TE,0.0
18045,Marquez North,LAR,WR,0.0
18048,Xavier Rush,NO,WR,0.0
18049,Dom Williams,PHI,WR,0.0
18053,Bernard Reedy,TB,WR,0.0
18054,Paul McRoberts,LAR,WR,0.0
18055,Wendall Williams,HOU,WR,0.0
18056,Anthony Dable,ATL,WR,0.0
18057,Darius Jennings,TEN,WR,0.0
18059,Devon Cajuste,CLE,TE,0.0
18060,Mitch Mathews,MIA,WR,0.0
18070,Stephen Morris,HOU,QB,0.0
18075,Devon Johnson,CAR,RB,0.0
18076,Keyarris Garrett,CAR,WR,0.0
18077,Jalin Marshall,NYJ,WR,0.0
18082,Tanner McEvoy,SEA,WR,0.0
18083,Brian Parker,DEN,TE,0.0
18084,Bryce Treggs,PHI,WR,0.0
18086,Troymaine Pope,HOU,RB,0.0
18088,Glenn Gronkowski,NE,RB,0.0
18090,Joe Callahan,PHI,QB,0.0
18091,Johnny Holton,OAK,WR,0.0
18092,Julian Howsare,NYJ,RB,0.0
18093,Kenneth Farrow,LAC,RB,0.0
18094,Nelson Spruce,LAC,WR,0.0
18095,Joshua Perkins,PHI,TE,0.0
18096,Paul Lasike,CHI,RB,0.0
18098,Ross Travis,IND,TE,0.0
18099,Scott Simonson,NYG,TE,0.0
18109,Don Jackson,GB,RB,0.0
18112,Paul Turner,NO,WR,0.0
18122,George Farmer,SEA,RB,0.0
18125,D.J. Tialavea,ATL,TE,0.0
18126,Matt Lengel,HOU,TE,0.0
18129,Alex Ellis,KC,TE,0.0
18172,Donnel Pumphrey,PHI,RB,0.0
18195,Elijah Hood,CAR,RB,0.0
18198,Brad Kaaya,IND,QB,0.0
18205,Chad Kelly,DEN,QB,0.0
18209,Marquez Williams,CLE,RB,0.0
18219,Malachi Dupre,BUF,WR,0.0
18226,Rodney Adams,MIN,WR,0.0
18229,Joshua Dobbs,PIT,QB,0.0
18252,Nathan Peterman,BUF,QB,0.0
18253,Mason Schreck,CIN,TE,0.0
18277,Alex Armah,CAR,RB,0.0
18278,David Moore,SEA,WR,0.0
18299,Robert Davis,WSH,WR,0.0
18300,Shelton Gibson,PHI,WR,0.0
18328,DeShone Kizer,GB,QB,0.0
18333,Bucky Hodges,NYJ,TE,0.0
18334,Sam Rogers,LAR,RB,0.0
18339,Isaiah Ford,MIA,WR,0.0
18392,Khalfani Muhammad,TEN,RB,0.0
18396,Jeremy McNichols,SF,RB,0.0
18398,DeAngelo Yancey,GB,WR,0.0
18416,Brian Hill,CIN,RB,0.0
18420,Freddie Stevenson,CHI,RB,0.0
18421,Jace Billingsley,DET,WR,0.0
18422,Ishmael Zamora,OAK,WR,0.0
18423,Austin Carr,NO,WR,0.0
18428,Darius Powe,NYG,WR,0.0
18432,Hakeem Valles,DET,TE,0.0
18434,Rashawn Scott,MIA,WR,0.0
18435,Rannell Hall,CLE,WR,0.0
18436,Algernon Brown,KC,RB,0.0
18449,Jahad Thomas,NYJ,RB,0.0
18452,Younghoe Koo,LAC,K,0.0
18453,Tanner Gentry,CHI,WR,0.0
18459,Cooper Rush,DAL,QB,0.0
18460,Damore'ea Stringfellow,SEA,WR,0.0
18465,Justin Davis,LAR,RB,0.0
18468,Taquan Mizzell,CHI,RB,0.0
18469,Taysom Hill,NO,QB,0.0
18487,Trey Edmunds,NO,RB,0.0
18491,Cethan Carter,CIN,RB,0.0
18493,Evan Baylis,CAR,TE,0.0
18494,Shane Smith,NYG,RB,0.0
18515,Jordan Leslie,DEN,WR,0.0
18524,Krishawn Hogan,IND,WR,0.0
18526,Chris Thompson,HOU,WR,0.0
18527,Henry Krieger-Coble,LAR,TE,0.0
18530,Nick Rose,NYJ,K,0.0
18531,Ed Eagan,NYG,WR,0.0
18539,Carlton Agudosi,ARI,WR,0.0
18540,Austin Traylor,DEN,TE,0.0
18541,Isaac Whitney,OAK,WR,0.0
18542,Tion Green,DET,RB,0.0
18543,Michael Clark,GB,WR,0.0
18555,LeShun Daniels Jr.,WSH,RB,0.0
18556,Sam Ficken,LAR,K,0.0
18557,JoJo Natson,NYJ,WR,0.0
18667,Kyle Lauletta,NYG,QB,0.0
18753,Russell Gage,ATL,WR,0.0
18757,Luke Falk,TEN,QB,0.0
18761,Tanner Lee,JAX,QB,0.0
18777,Danny Etling,NE,QB,0.0
18778,Alex McGough,SEA,QB,0.0
18782,Javon Wims,CHI,WR,0.0
18795,Nick Bawden,DET,RB,0.0
18798,Richie James,SF,WR,0.0
18807,Logan Woodside,CIN,QB,0.0
18808,Ryan Izzo,NE,TE,0.0
18811,Auden Tate,CIN,WR,0.0
18813,Austin Proehl,BUF,WR,0.0
18819,Byron Pringle,KC,WR,0.0
18820,Allen Lazard,JAX,WR,0.0
